pacc,rt,accumulator
16,0.4551,1
17,0.5019,1
16,0.4785,1
15,0.5003,1
14,0.4768,1
13,0.518,1
12,0.5301,1
11,0.4343,1
10,0.2798,1
9,0.4283,2
8,0.24609999999999999,2
7,0.2042,1
6,0.2378,1
5,0.21159999999999998,1
4,0.2348,1
5,0.2288,1
6,0.2337,1
7,0.2214,1
8,0.2231,1
9,0.2576,1
10,0.2139,2
11,0.38680000000000003,2
12,0.45330000000000004,1
13,0.405,1
14,0.44730000000000003,1
15,0.4052,2
16,0.5056,1
17,0.6211,1
18,0.43489999999999995,1
19,0.48469999999999996,1
20,0.4677,1
19,0.6145,1
18,0.4295,1
17,0.6027,1
16,0.5187999999999999,1
15,0.3715,1
14,0.5286000000000001,1
13,0.5026,1
12,0.35810000000000003,1
11,0.5632999999999999,2
10,0.4225,2
9,0.5844,1
8,0.2631,1
7,0.2419,1
6,0.2366,2
5,0.2122,1
4,0.2285,1
5,0.36760000000000004,2
